row_id_22565,project_id,mp_name,state,constituency,work_22565,work_production,similarity_score,district_22565,expenditure_amount,allocation_amount,matching_method,confidence_category
6196,PRJ_6A25B5BD96C5,Radha Mohan Singh,Bihar,Purvi Champaran,Construction of additional rooms and halls in the existing public and community building,NA - Construction of additional rooms and halls in the existing public and community building,1.0,Purbi Champaran,1487117.0,1500000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
6234,PRJ_0427FDD517D3,Giriraj Singh,Bihar,Begusarai,Construction of rooms and halls in school and colleges,NA - Construction of rooms and halls in school and colleges,1.0,Begusarai,432724.0,1200000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
6244,PRJ_64A516D6CAD6,Giriraj Singh,Bihar,Begusarai,Construction of additional rooms and halls in the existing public and community building,NA - Construction of additional rooms and halls in the existing public and community building,1.0,Begusarai,639390.0,1200000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
6256,PRJ_FF26B57E6016,Giriraj Singh,Bihar,Begusarai,Construction of public libraries and reading rooms,NA - Construction of public libraries and reading rooms,1.0,Begusarai,1398390.0,1200000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
6389,PRJ_BDF52EBEFC58,Giridhari Yadav,Bihar,Banka,Installation of multi-gym equipment,NA - Installation of multi-gym equipment,1.0,Bhagalpur,1995127.0,1500000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
6423,PRJ_2A3605A2B082,Kaushalendra Kumar,Bihar,Nalanda,Development of public parks,NA - Development of public parks,1.0,Nalanda,149399.0,500000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
6437,PRJ_CAA8B6DAC602,Gopal Jee Thakur,Bihar,Darbhanga,Renovation of ponds and lakes,NA - Renovation of ponds and lakes,1.0,Darbhanga,588449.0,988600.0,exact_normalized_l1,MEDIUM_CONFIDENCE
6438,PRJ_876A0745A22C,Ashok Kumar Yadav,Bihar,Madhubani,Renovation of ponds and lakes,NA - Renovation of ponds and lakes,1.0,Darbhanga,785878.0,650000.0,exact_normalized_l1,HIGH_CONFIDENCE
6439,PRJ_96EE58BBE065,Ashok Kumar Yadav,Bihar,Madhubani,"Construction of roads, link roads, pathways or any other road with or without drainage system","NA - Construction of roads, link roads, pathways or any other road with or without drainage system",1.0,Darbhanga,393638.0,1.0,exact_normalized_l1,MEDIUM_CONFIDENCE
6440,PRJ_698C446FBEB4,Gopal Jee Thakur,Bihar,Darbhanga,Construction of community centers and community halls,NA - Construction of community centers and community halls,1.0,Darbhanga,200798.0,800000.0,exact_normalized_l1,HIGH_CONFIDENCE
6446,PRJ_80AFA17F1C3C,Ramprit Mandal,Bihar,Jhanjharpur,Construction of community centers and community halls,NA - Construction of community centers and community halls,1.0,Madhubani,1194844.0,500000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
6501,PRJ_A22A6F1F761E,Kaushalendra Kumar,Bihar,Nalanda,Construction of community centers and community halls,NA - Construction of community centers and community halls,1.0,Nalanda,597677.0,600000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
6519,PRJ_2F09409D8B06,Kaushalendra Kumar,Bihar,Nalanda,Construction of common work sheds/ common covered sitting area,NA - Construction of common work sheds/ common covered sitting area,1.0,Nalanda,149181.0,300000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
6540,PRJ_FEF0529F37AD,Alok Kumar Suman,Bihar,Gopalganj (Sc),Construction of community centers and community halls,NA - Construction of community centers and community halls,1.0,Gopalganj,391947.0,1000000.0,exact_normalized_l1,HIGH_CONFIDENCE
6710,PRJ_F47154CDCCA9,Dileshwar Kamait,Bihar,Supaul,Lighting of public spaces,NA - Lighting of public spaces,1.0,Supaul,921000.0,925000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
6733,PRJ_1C5CC98EFC20,Ramprit Mandal,Bihar,Jhanjharpur,Construction of bus-sheds or bus-stops,NA - Construction of bus-sheds or bus-stops,1.0,Madhubani,1451000.0,500000.0,exact_normalized_l1,HIGH_CONFIDENCE
6743,PRJ_73CB6D162B3F,Giridhari Yadav,Bihar,Banka,Construction of bus-sheds or bus-stops,NA - Construction of bus-sheds or bus-stops,1.0,Banka,1334000.0,495000.0,exact_normalized_l1,HIGH_CONFIDENCE
6873,PRJ_5BAAEE446AB6,Gopal Jee Thakur,Bihar,Darbhanga,"Construction of roads, link roads, pathways or any other road with or without drainage system","NA - Construction of roads, link roads, pathways or any other road with or without drainage system",1.0,Darbhanga,827172.0,499000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
6970,PRJ_206D2F2AD66E,Kaushalendra Kumar,Bihar,Nalanda,Renovation of ponds and lakes,NA - Renovation of ponds and lakes,1.0,Nalanda,492069.0,100000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
7018,PRJ_4AAC94D160F9,Ravi Shankar Prasad,Bihar,Patna Sahib,Installing hand pumps,NA - Installing hand pumps,1.0,Patna,68854.0,69500.0,exact_normalized_l1,MEDIUM_CONFIDENCE
7021,PRJ_673F885758A5,Ravi Shankar Prasad,Bihar,Patna Sahib,Construction of community centers and community halls,NA - Construction of community centers and community halls,1.0,Patna,1485921.0,1000000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
7087,PRJ_0FA8EACA7D44,Ashok Kumar Yadav,Bihar,Madhubani,Construction of rooms and halls in school and colleges,NA - Construction of rooms and halls in school and colleges,1.0,Madhubani,277511.0,800000.0,exact_normalized_l1,HIGH_CONFIDENCE
7098,PRJ_DB96AC20D3F6,Ravi Shankar Prasad,Bihar,Patna Sahib,Installing tube-wells and borewells,NA - Installing tube-wells and borewells,1.0,Patna,248042.0,150000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
7114,PRJ_7D0470A396F5,Sunil Kumar,Bihar,Valmiki Nagar,Construction of common work sheds/ common covered sitting area,NA - Construction of common work sheds/ common covered sitting area,1.0,Pashchim Champaran,1091470.0,300000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
7121,PRJ_2C69FB54F45E,Sunil Kumar,Bihar,Valmiki Nagar,"Construction of roads, link roads, pathways or any other road with or without drainage system","NA - Construction of roads, link roads, pathways or any other road with or without drainage system",1.0,Pashchim Champaran,792840.0,650000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
7129,PRJ_0BCF5F919715,Sunil Kumar,Bihar,Valmiki Nagar,Construction of community centers and community halls,NA - Construction of community centers and community halls,1.0,Pashchim Champaran,960335.0,1200000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
7142,PRJ_0BCDBE09159E,Sunil Kumar,Bihar,Valmiki Nagar,Construction of culverts and bridges,NA - Construction of culverts and bridges,1.0,Pashchim Champaran,1325351.0,1080000.0,exact_normalized_l1,HIGH_CONFIDENCE
7145,PRJ_FAD0A7533481,Ashok Kumar Yadav,Bihar,Madhubani,Construction of community centers and community halls,NA - Construction of community centers and community halls,1.0,Madhubani,725940.0,975000.0,exact_normalized_l1,HIGH_CONFIDENCE
7346,PRJ_CA4642EC2128,Ashok Kumar Yadav,Bihar,Madhubani,Street lights,NA - Street lights,1.0,Darbhanga,495000.0,921000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
7396,PRJ_FBF629A91DF5,Gopal Jee Thakur,Bihar,Darbhanga,Street lights,NA - Street lights,1.0,Darbhanga,495000.0,487000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
7607,PRJ_64CF01534F77,Mohammad Jawed,Bihar,Kishanganj,Lighting of public spaces,NA - Lighting of public spaces,1.0,Kishanganj,649100.0,840000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
7990,PRJ_2297BF77AAF0,Sunil Kumar,Bihar,Valmiki Nagar,Lighting of public spaces,NA - Lighting of public spaces,1.0,Pashchim Champaran,860000.0,935000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
8189,PRJ_060243400B7B,Jyotsna Charandas Mahant,Chhattisgarh,Korba,Construction of common work sheds/ common covered sitting area,NA - Construction of common work sheds/ common covered sitting area,1.0,Gaurela-Pendra-Marwahi,180000.0,300000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
8193,PRJ_7060CA743B33,Jyotsna Charandas Mahant,Chhattisgarh,Korba,Construction of community centers and community halls,NA - Construction of community centers and community halls,1.0,Gaurela-Pendra-Marwahi,239960.0,200000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
8195,PRJ_5D3BF0A6A566,Vijay Baghel,Chhattisgarh,Durg,Construction of community centers and community halls,NA - Construction of community centers and community halls,1.0,Bemetara,200000.0,500000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
8222,PRJ_348204548C31,Jyotsna Charandas Mahant,Chhattisgarh,Korba,Construction of buildings for community cultural activities,NA - Construction of buildings for community cultural activities,1.0,Korba,175000.0,1950000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
8232,PRJ_6991103A7AF7,Santosh Pandey,Chhattisgarh,Rajnandgaon,Construction of community centers and community halls,NA - Construction of community centers and community halls,1.0,Kabeerdham,1176892.0,300000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
8246,PRJ_DBC9E04F9D52,Santosh Pandey,Chhattisgarh,Rajnandgaon,Construction of artificial reef,NA - Construction of artificial reef,1.0,Kabeerdham,100000.0,300000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
8251,PRJ_45D97445A8E0,Santosh Pandey,Chhattisgarh,Rajnandgaon,Construction of boundary walls of existing public and community buildings,NA - Construction of boundary walls of existing public and community buildings,1.0,Rajnandgaon,250000.0,1500000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
8278,PRJ_712F722D81C1,Santosh Pandey,Chhattisgarh,Rajnandgaon,Construction of rooms and halls in school and colleges,NA - Construction of rooms and halls in school and colleges,1.0,Kabeerdham,250000.0,500000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
8297,PRJ_74D9E3D10262,Jyotsna Charandas Mahant,Chhattisgarh,Korba,Construction of rooms and halls in school and colleges,NA - Construction of rooms and halls in school and colleges,1.0,Korba,250000.0,200000.0,exact_normalized_l1,HIGH_CONFIDENCE
8300,PRJ_DDA5CE1C9DA2,Jyotsna Charandas Mahant,Chhattisgarh,Korba,Renovation of ponds and lakes,NA - Renovation of ponds and lakes,1.0,Korba,148974.0,300000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
8429,PRJ_3B0D25D167DF,Santosh Pandey,Chhattisgarh,Rajnandgaon,Construction of common work sheds/ common covered sitting area,NA - Construction of common work sheds/ common covered sitting area,1.0,Khairagarh-Chhuikhadan-Gandai,250000.0,150000.0,exact_normalized_l1,HIGH_CONFIDENCE
8450,PRJ_DE8E49453EF0,Jyotsna Charandas Mahant,Chhattisgarh,Korba,Construction of additional rooms and halls in the existing public and community building,NA - Construction of additional rooms and halls in the existing public and community building,1.0,Korba,149975.0,300000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
8474,PRJ_6D261925CC47,Vijay Baghel,Chhattisgarh,Durg,Installing tube-wells and borewells,NA - Installing tube-wells and borewells,1.0,Durg,273163.0,100000.0,exact_normalized_l1,HIGH_CONFIDENCE
8489,PRJ_1D117031B104,Jyotsna Charandas Mahant,Chhattisgarh,Korba,Construction of culverts and bridges,NA - Construction of culverts and bridges,1.0,Manendragarh Chirmiri Bharatpur,139738.0,200000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
8569,PRJ_F455DA3C679B,Santosh Pandey,Chhattisgarh,Rajnandgaon,Construction of additional rooms and halls in the existing public and community building,NA - Construction of additional rooms and halls in the existing public and community building,1.0,Rajnandgaon,50000.0,700000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
8850,PRJ_B70522BAD86F,Jyotsna Charandas Mahant,Chhattisgarh,Korba,Construction of bus-sheds or bus-stops,NA - Construction of bus-sheds or bus-stops,1.0,Korba,250000.0,150000.0,exact_normalized_l1,HIGH_CONFIDENCE
9003,PRJ_AF5710884400,Jyotsna Charandas Mahant,Chhattisgarh,Korba,Construction of boundary walls of existing public and community buildings,NA - Construction of boundary walls of existing public and community buildings,1.0,Manendragarh Chirmiri Bharatpur,150000.0,1950000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
11505,PRJ_FA71C54BE799,Poonamben Hematbhai Maadam,Gujarat,Jamnagar,Construction of community centers and community halls,NA - Construction of community centers and community halls,1.0,Devbhumi Dwarka,498981.0,400000.0,exact_normalized_l1,HIGH_CONFIDENCE
11564,PRJ_6B77CFEB4898,Devusinh Jesingbhai Chauhan,Gujarat,Kheda,"Construction of roads, link roads, pathways or any other road with or without drainage system","NA - Construction of roads, link roads, pathways or any other road with or without drainage system",1.0,Kheda,200000.0,100000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
11733,PRJ_DBFF42AA98F8,Devusinh Jesingbhai Chauhan,Gujarat,Kheda,Installing tube-wells and borewells,NA - Installing tube-wells and borewells,1.0,Kheda,449889.0,200000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
11813,PRJ_9AE60F19D8F3,Prabhubhai Nagarbhai Vasava,Gujarat,Bardoli(St),Construction of footpaths and pedestrian ways,NA - Construction of footpaths and pedestrian ways,1.0,Surat,500000.0,350000.0,exact_normalized_l1,HIGH_CONFIDENCE
11872,PRJ_984AFC42C094,Hasmukh Bhai Soma Bhai Patel,Gujarat,Ahmedabad East,Purchase of hospital equipment,NA - Purchase of hospital equipment,1.0,Ahmedabad,4997000.0,900000.0,exact_normalized_l1,HIGH_CONFIDENCE
12398,PRJ_E6806A7C6FCD,Prabhubhai Nagarbhai Vasava,Gujarat,Bardoli(St),Lighting of public spaces,NA - Lighting of public spaces,1.0,Tapi,146500.0,192000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
12981,PRJ_4B3FEF8FA010,Mansukhbhai Dhanjibhai Vasava,Gujarat,Bharuch,Providing drains and gutters for public drainage,NA - Providing drains and gutters for public drainage,1.0,Bharuch,498250.0,150000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
13289,PRJ_BBD65D6FD4F7,Mansukhbhai Dhanjibhai Vasava,Gujarat,Bharuch,Construction of boundary walls of existing public and community buildings,NA - Construction of boundary walls of existing public and community buildings,1.0,Narmada,500000.0,150000.0,exact_normalized_l1,HIGH_CONFIDENCE
14449,PRJ_BF32358EF9CD,Hasmukh Bhai Soma Bhai Patel,Gujarat,Ahmedabad East,Construction of rooms and halls in school and colleges,NA - Construction of rooms and halls in school and colleges,1.0,Gandhinagar,495000.0,500000.0,exact_normalized_l1,HIGH_CONFIDENCE
14975,PRJ_1A213768CDF1,Rao Inderjit Singh,Haryana,Gurgaon,Construction of shelters for animals,NA - Construction of shelters for animals,1.0,Gurugram,777566.0,1100000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
14984,PRJ_CBC2ABA14BE7,Rao Inderjit Singh,Haryana,Gurgaon,Construction of community centers and community halls,NA - Construction of community centers and community halls,1.0,Gurugram,438500.0,254000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
14986,PRJ_4F7477A1A53F,Rao Inderjit Singh,Haryana,Gurgaon,"Construction of roads, link roads, pathways or any other road with or without drainage system","NA - Construction of roads, link roads, pathways or any other road with or without drainage system",1.0,Rewari,371569.0,800000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
14999,PRJ_DB12DF8F7892,Dharambir Singh,Haryana,Bhiwani Mahendragarh,Setting up of laboratories,NA - Setting up of laboratories,1.0,Bhiwani,300000.0,400000.0,exact_normalized_l1,HIGH_CONFIDENCE
15026,PRJ_4F5070FE5076,Dharambir Singh,Haryana,Bhiwani Mahendragarh,Purchase of mobile sanitation equipment,NA - Purchase of mobile sanitation equipment,1.0,Bhiwani,68250.0,400000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
15033,PRJ_0628013086CE,Dharambir Singh,Haryana,Bhiwani Mahendragarh,Construction of common work sheds/ common covered sitting area,NA - Construction of common work sheds/ common covered sitting area,1.0,Bhiwani,405265.0,100000.0,exact_normalized_l1,HIGH_CONFIDENCE
15064,PRJ_D8785A0E6360,Dharambir Singh,Haryana,Bhiwani Mahendragarh,Development of playfields and sports grounds,NA - Development of playfields and sports grounds,1.0,Mahendragarh,299565.0,500000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
15162,PRJ_F5EB3E44F69E,Rao Inderjit Singh,Haryana,Gurgaon,"Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","NA - Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",1.0,Rewari,645155.0,2100000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
15174,PRJ_138C982CAE10,Dharambir Singh,Haryana,Bhiwani Mahendragarh,Development of public parks,NA - Development of public parks,1.0,Mahendragarh,149357.0,700000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
15264,PRJ_4EED31F6688A,Dharambir Singh,Haryana,Bhiwani Mahendragarh,Construction of rooms and halls in school and colleges,NA - Construction of rooms and halls in school and colleges,1.0,Mahendragarh,44326.0,500000.0,exact_normalized_l1,HIGH_CONFIDENCE
15345,PRJ_42E312918F17,Dharambir Singh,Haryana,Bhiwani Mahendragarh,Construction of community centers and community halls,NA - Construction of community centers and community halls,1.0,Mahendragarh,1729864.0,500000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
15443,PRJ_C303D6C9EF9C,Dharambir Singh,Haryana,Bhiwani Mahendragarh,"Construction of roads, link roads, pathways or any other road with or without drainage system","NA - Construction of roads, link roads, pathways or any other road with or without drainage system",1.0,Bhiwani,329361.0,500000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
15482,PRJ_3BEABB8E6308,Dharambir Singh,Haryana,Bhiwani Mahendragarh,Purchase of sports equipment,NA - Purchase of sports equipment,1.0,Mahendragarh,376000.0,250000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
15614,PRJ_046BD3D72C92,Dharambir Singh,Haryana,Bhiwani Mahendragarh,Purchase of mobile water tankers,NA - Purchase of mobile water tankers,1.0,Bhiwani,380000.0,160000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
