vendor_name,total_expenditure,tx_count,mp_count,constituency_count,district_count
BIJEPI BAGH,1871802.0,6,1,1,2
RAJYA VITTYA AAYOG GRAM PANCHAYAT KOHKADEVER,1871353.0,22,1,1,1
Rajesh Kumar S,1870560.0,2,1,1,1
Surinder Kumar Gupta,1870476.0,4,1,1,1
Aggarwal Steel Traders Malout,1869343.0,13,1,1,1
R G SUPLLIER,1869120.0,18,1,1,1
Aslam Sekh,1868568.0,1,1,1,1
Sanjeev Choudhary Contractor,1866990.0,6,2,2,2
CRYSTAL GROUP OF CONSTRUCTION,1866673.0,30,1,1,1
DHANJIBHAI VITHALBHAI ZAPADIYA,1866285.0,9,1,1,1
Buddha Enterprises,1865906.0,1,1,1,1
SEELAM ANIL,1863744.0,2,1,1,1
Bellum Sanath Kumar,1863438.0,9,1,2,1
Gold Enterprises,1862193.0,8,1,1,2
Samridhi Traders,1860930.0,8,1,3,1
Balakumar R,1860394.0,1,1,1,1
sri balaji enterprises,1859873.0,3,1,1,1
hariom interprizez,1858856.0,3,1,1,1
SIVARAMAN,1856409.0,3,1,1,1
const of cc block road from Kathalguri PWD road to mohen ray house,1856000.0,3,1,1,1
T ASHOK KUMAR,1855798.0,2,1,1,1
SHAJI M S,1855509.0,3,1,1,1
Badwar iron store,1854128.0,25,1,1,1
LIPIKA ENTERPRISE,1853498.0,4,1,1,1
Yelma Kalyan Reddy,1850054.0,4,1,2,1
Block Development Office Narkanda Lok Sabha,1850000.0,8,1,2,1
GRAM PANCHAYAT HARDI,1849800.0,8,2,2,2
ADITYA VISHWAKARMA,1848595.0,1,1,1,1
SAGEER AHMAD,1848099.0,3,1,1,1
A Ramamoorthy,1844601.0,5,1,2,1
Madan Lal Sham Lal,1843928.0,8,2,3,1
ANUPMA RAI MEMORIAL COLLEGE OF EDUCATION,1843353.0,3,1,2,1
SOHAM SATISHBHAI AMIN,1843349.0,2,1,1,1
ANITA TRADERS,1842687.0,6,1,1,1
RAI ENTERPRISE,1841518.0,4,2,3,1
THE SAIFALI CO OPERATIVE LABOUR AND CONSTRUCTION SOCIETY,1839580.0,9,1,1,1
Shri Dauji construction company,1838628.0,3,1,1,1
SHRI NAGNECHIYA MATA CONSTRUCTION,1838214.0,7,1,1,1
THEPS COOPERATIVE SOCIETY,1837580.0,8,2,2,3
JK CONSTRUCTION,1836966.0,3,1,1,1
Hind Motors Sikar,1836000.0,3,1,1,1
SIL BUILDING MATERIAL ENTERPRISE,1834788.0,3,1,1,1
MS ABHI CONTRACTOR SUPPLIERS,1834738.0,4,1,1,1
D R AND COMPANY,1833330.0,3,1,2,1
RAATH AUTOMOTIVES PVT LTD,1833174.0,1,1,1,1
VIVEK BRICKS CENTRE BKO,1832500.0,11,1,2,1
GP Sarahan,1830000.0,18,1,2,1
A K CONSTRUCTIONS,1827997.0,3,1,2,1
Executive engineer division phoolpur revenue,1825500.0,6,1,2,1
CC for Bhetapara Boundary wall,1820000.0,7,1,1,1
Gp Bhilkhedha,1820000.0,10,1,2,1
Bandita Nayak JE,1819482.0,3,1,1,1
Chawla Enterprises,1818970.0,27,1,2,1
SHREE CHAUDHARY CONTRACTOR,1818567.0,12,1,2,1
Hisana Thasni KV,1818309.0,1,1,1,1
SAI KRIPA CONSTRUCTION WORK,1817980.0,5,1,1,1
THE BAJRUR CO OP L C SOCITEY LTD,1817795.0,3,1,1,1
THURO TIKHAK,1816500.0,21,1,1,1
UMESH K MAHAPATRA,1816359.0,6,1,1,2
MALATI CONSTRUCTION PROP SOMA GHOSH,1815142.0,7,1,1,1
JATINDRA ENGINEERING CO,1812047.0,6,1,1,1
ANUPKUMAR V DESAI,1812000.0,6,1,1,1
THE BHARAT LABOUR AND CONSTRUCTION SOCIETY LTD PUNDRI,1811812.0,4,1,1,1
Saarthi Enterprises,1811390.0,10,1,1,1
Avuthu Vinod Reddy,1810148.0,2,1,1,1
Radha Construction Niwari,1809226.0,4,1,2,1
K Ramakrishna Reddy,1808642.0,2,1,1,1
Maruti Enterprise,1808112.0,3,1,1,1
MAA ASHAMBARI CONSTRUCTION COMPANY,1806810.0,3,1,1,1
HAKIMA BEGUM,1806483.0,3,1,1,1
PRABHUJI CONSTRUCTION,1806232.0,1,1,1,1
ALAN UTHUPPAN,1804754.0,2,1,1,1
Lalit Chauhan,1803636.0,2,1,1,1
Khedapati builder,1803484.0,7,1,2,1
REETA SINGH,1803481.0,1,1,1,1
PRADEEP KUMAR,1802354.0,2,1,1,1
G parandhamaiah,1802276.0,2,1,2,1
MASUD ENTERPRISE,1802028.0,10,2,2,2
Construction of road from Nabajeeban Sangha to Kailash Nagar Chowk Noonmat,1800000.0,2,1,1,1
GRAM PANCHAYAT PASID,1800000.0,6,1,2,1
GRAM PANCHAYAT PINKAPAR,1800000.0,6,1,1,1
GP UMRAI BAHRA JP BADI,1800000.0,6,1,1,1
Sohan and sons,1800000.0,12,1,2,1
GP GUDRA,1800000.0,6,1,2,1
KHANDABAD B,1800000.0,6,1,1,1
GRAM PANCHAYAT GOREGHAT,1800000.0,6,1,1,1
S D Enterprises,1800000.0,6,1,1,1
GAGDISH CONSTRUCTION COMPANY,1800000.0,3,1,1,1
Construction of road at Milijuli Path Bhaskar Nagar,1800000.0,2,1,1,1
Gram Panchayat Aston,1800000.0,3,1,2,1
SARPANCH GRAM PANCHAYAT ZARNA,1800000.0,6,1,1,1
CC Community hall at 28A Industrial Eastate,1800000.0,3,1,1,1
sarpanch GP bamori,1800000.0,3,1,1,1
Gram Panchyat Nagjhiri,1800000.0,4,1,2,1
GRAM PANCHAYAT DETHALI,1800000.0,9,1,1,1
V Lakshmipathi,1800000.0,1,1,1,1
gram panchayat khujji,1800000.0,12,1,1,1
BACCHI DEVI SHIVRAJ SINGH SIKSHA SEWA SANSTHAN SA,1800000.0,3,1,1,1
Gram Panchyat Amlavdiya,1800000.0,3,1,2,1
BIBHUTI BHUSAN BEHERA,1800000.0,2,1,1,2
CC Construction of Community hall at Sonapur Public Crematorium Development Committee,1800000.0,3,1,1,1
Gram Panchyat Rupeta,1800000.0,3,1,2,1
SITARAM PRASAD SETHI,1800000.0,3,1,2,1
Mondal Hardwares and Builders,1800000.0,3,1,1,1
GP SANKHWAS,1800000.0,16,1,1,1
SANALIYA GRAM PANCHAYAT,1800000.0,6,1,1,1
PARSURAM KANHAR,1800000.0,6,1,1,1
CC for krishna Nagar Unnayan Samiti,1800000.0,3,1,1,1
CC for Construction of boundary wall at Ujjal Nagar Namghar,1800000.0,3,1,1,1
BKID0009100,1800000.0,4,1,2,1
CONST OF WOODEN BADMINTON COURT UNDER NORTH SALMARA DISTRICT ASSOCIATION,1800000.0,3,1,1,1
MOLLA SAFIKUL ALAM,1800000.0,3,1,2,1
Zonunsanga,1800000.0,12,1,2,1
CONSTRUCTION OF CULTURAL PROJECT AT PANCHAGRAM,1800000.0,3,1,1,1
Pingot gram panchayat,1800000.0,6,1,1,1
JASNATH CONSTRUCTION CO,1800000.0,3,1,1,1
GP KHIRWA,1800000.0,3,1,2,1
DHANA VIMAL,1800000.0,3,1,1,1
Providing 1 Ambulance Facilities for in Simlitola Char Primary Health Center,1800000.0,2,1,1,1
Rajeev Kumar Trivedi,1800000.0,1,1,1,1
SWYANG PRAKASH MOHANTY,1800000.0,6,1,2,1
garam panchayat machanpar,1800000.0,3,1,1,1
GRAM PANCHAYAT PARASKOL,1800000.0,5,2,3,2
GRAM PANCHAYAT BARROHI,1800000.0,3,1,2,1
JAI SHREE OM BANNA,1800000.0,4,1,1,1
GRAM PANCHAYAT KASHIPURA,1800000.0,3,1,2,1
Executive Engineer Electrical Division Pallom,1800000.0,4,1,1,1
NAGAR PARISHAD THIKARI,1800000.0,4,1,2,1
MANDIRA ENTERPRISE,1800000.0,10,1,1,1
RAMSNAIHI CONSTRUCTION AND SUPPLIERS,1800000.0,3,1,1,1
Payara Singh Rajinder Singh,1800000.0,9,2,4,3
GRAM PANCHAYAT PARSADA,1800000.0,6,1,1,1
GRAM PANCHAYAT PANGAO,1800000.0,6,1,2,1
VINAYAGA ELECTRICALS,1800000.0,3,1,1,1
Construction of Additional Room near Kubreswar Mandir at Moishkhuli,1800000.0,6,1,1,1
GP BANSKHEDI,1800000.0,4,1,2,1
GRAM PANCHAYAT LUGASI,1800000.0,3,1,2,1
GRAM PANCHAYAT KALGAMAR,1800000.0,6,1,1,1
BDO Solan MPLAD LS,1800000.0,9,1,2,1
GRAM PANCHAYAT NAYKA,1799990.0,12,1,1,1
PURUSHOTHAMAN M,1799989.0,1,1,1,1
SHRI SARYU PRASAD UCCHTAR MADHYAMIK VIDYALAYA SAMITI,1799955.0,3,1,1,1
SRUNGARAM NARENDHAR,1799925.0,6,1,1,1
SANKAR LAL AGARWALLA,1799910.0,12,1,1,1
MSS INFRA,1799838.0,3,1,1,1
C Loganathan,1799832.0,3,1,1,1
VIJAYA,1799829.0,3,1,1,1
AZHAGU MURUGAN and CO,1799778.0,3,1,1,1
DEVAGI,1799733.0,3,1,2,1
KOLEY ELECTRIC,1799565.0,12,1,1,1
SUBRAMANI A,1799485.0,1,1,1,1
PALANISAMY R,1799478.0,1,1,1,1
Kuldevi Construction,1799340.0,3,1,1,1
GRAM PANCHAYAT TAPIPLYA,1799337.0,6,1,1,1
ADYAKSH SACHIV JAL SAMITI DANORA,1799300.0,4,1,1,1
VIMALRAJ,1799292.0,3,1,2,2
DEIVASIGAMANI,1799292.0,3,1,2,2
S SUBRAMANIAN,1798962.0,3,1,1,1
CHANDRABHAGA CONSTRUCTIONS,1798858.0,2,1,1,1
GP KOKODI,1798745.0,4,1,2,1
MEELU CEMENT AND HARDWARE STORE,1798728.0,16,1,1,1
Shyam co operative labour society ltd,1798633.0,1,1,1,1
Shailendra Hindurao Umbarkar,1798633.0,1,1,1,1
Utkasharsha Majoor Sahakaari Sanstha Maryadit,1798633.0,1,1,1,1
NORTH EAST POWERLINE INDUSTRIES,1798500.0,3,1,1,1
SAVARIMUTHU THAINESH,1798485.0,3,1,1,1
Palanichamy C,1798482.0,3,1,1,1
GRAM PANCHAYAT AMERI,1798458.0,6,1,1,1
NAVEEN CONSTRUCTION,1798440.0,3,1,1,2
BHAVYA CONSTRUCTION COMPANY,1798415.0,4,1,1,1
JP Lendhara,1798398.0,4,1,2,2
Gram panchayat bhima,1798314.0,3,1,1,1
UNITED CONSTRUCTION,1798098.0,9,1,2,1
RUNA CONSTRUCTION,1798047.0,9,1,2,1
THIRUMALAIYAN CONSTRUCTION,1798024.0,1,1,1,1
DEHGAM GRAM PANCHAYAT,1797831.0,6,1,1,1
AMUTHA TRADERS,1797828.0,3,1,1,1
HAZI LN ENTERPRISE,1797786.0,3,1,2,1
GP SONABEDA,1797695.0,4,1,2,1
GRAM PANCHAYAT CHHIRRA,1797690.0,6,1,2,2
RAVINDRA GRAM PANCHAYAT,1797642.0,6,1,1,1
Gram Panchayat Amjhera janpad Panchayat sardarpur,1797456.0,10,1,2,1
SARPANCH GRAM PANCHAYAT BHATMAHUL,1797282.0,6,1,2,1
THIRAVIDAMURUGAN,1797147.0,3,1,1,1
GRAM PANCHAYAT SEVD BADI,1797114.0,6,1,1,1
SANDESHWAR MAJOOR SAHKARI SANSTHA,1797052.0,2,1,1,1
SARPANCH GRAM PANCHAYAT BAMHNIDIH,1796946.0,6,1,2,1
C K Ravikumar,1796898.0,3,1,1,1
SOUMEN KUMAR DAS,1796577.0,3,1,2,1
Baba Narayan Construction,1796544.0,4,1,1,1
BRIENSHI SONOWAL,1796544.0,21,1,1,1
new todawata construction,1796218.0,3,1,1,1
SHREE DEVNARAYAN CONSTRACTION,1796127.0,3,1,1,1
R Mani Sankaran,1796025.0,3,1,1,1
SAYON CONSTRUCTION,1795959.0,3,1,2,1
Sar Et Ingti,1795526.0,2,1,2,1
APAR CONSTRUCTION COMPANY,1795449.0,3,1,1,1
MAA KALI ENTERPRISE,1795363.0,1,1,1,1
GADESHWARI CONSTRUCTION COMPANY,1795287.0,3,1,1,1
SK KHEBIBUR RAHAMAN,1795128.0,3,1,1,1
NARASIMHA MURTHY ANANTHA,1795076.0,4,1,1,1
GRAM PANCHAYAT MANIKPUR,1795053.0,9,2,3,2
B NANDHAKUMAR,1795050.0,3,1,1,1
GRAM PANCHAYAT DARRI,1794683.0,4,1,1,1
HEMANTH KUMAR,1794582.0,9,1,1,1
SRIKANTH T,1794507.0,3,1,2,2
RAMKUMAR M,1794246.0,4,1,2,1
AGAM SINGH SUBBA,1792518.0,3,1,1,1
ASM CONSTRUCTION,1792062.0,9,1,1,1
THE LOTUS ENTERPRISE,1791745.0,5,1,1,1
PUNJAB CEMENT AND IRON STORE,1791262.0,29,1,1,1
R M Engineering,1791159.0,6,1,1,1
SUBENDU MONDAL,1789971.0,3,1,2,1
jai ambey ties and material suppliers,1789602.0,6,1,2,1
RAMLAL GURJAR,1788700.0,6,1,1,1
Renuka Mata MSS Salegaon Ner,1788568.0,2,1,1,1
ANDAVAR BUILDERS,1787451.0,2,1,1,1
Dey Electric,1786467.0,3,1,1,1
HARPREET SINGH,1785650.0,23,3,3,3
Vijay Kumar,1785400.0,4,1,1,2
YOGENDRA PRASAD,1784722.0,2,1,1,1
SAPNA ENTERPRISES,1784301.0,3,1,1,1
Shri moti fafni nani fafni juth gram panchayt,1783461.0,6,1,1,1
brother traders,1782778.0,13,1,1,2
SURAJ PASWAN,1782669.0,3,1,2,1
VIRAAT CONSTRUCTIONS,1782294.0,3,1,2,1
SHREE BALAJI ENTERPRISES,1780782.0,21,2,3,2
S E A ENTERPRISE,1780098.0,6,1,1,1
BALACHANDAR,1779620.0,4,1,2,1
H R CONSTRUCTION COMPANY,1779546.0,6,1,1,1
Anurupa Enterprise,1779366.0,6,1,1,1
Index Electronics,1778234.0,10,2,2,2
S P ENTERPRISE,1777749.0,4,1,1,1
Auto K Sales and Services LLP,1777219.0,18,1,1,1
N K TRADERS,1776312.0,6,1,2,1
Monson Issac,1776254.0,4,2,3,2
JOYTARA CONSTRUCTION,1776030.0,1,1,1,1
SHREE KSHEMAKRI CONSTROCTION,1775136.0,4,1,1,1
MAHENDRA PRATAP YADAV,1775073.0,3,1,1,1
CHHODVANI JUTH GRAM PANCHYAT,1775000.0,7,1,2,1
RAVINDRA PRATAP YADAV,1774855.0,5,1,1,1
H D ENTERPRISE,1771488.0,6,1,1,1
KRISHNA ENTERPRISES AND SUPPLIERS,1771005.0,3,1,1,1
GRAM PANCHAYAT KARYALAYA SHEKAPUR KANDHAR NANDED,1769682.0,3,1,2,1
Nava India Pathipagam,1769325.0,3,3,3,3
ASSISTANT ENGINEER  BAHADURPUR,1767727.0,3,1,1,1
sanaya construction company,1766163.0,3,1,2,1
V K CONTRACTORS,1765852.0,6,2,2,2
ASSISTANT ENGINEER DARBHANGA GRAMIN,1765347.0,3,1,1,1
guru nanak iron store,1764302.0,49,1,1,1
BADRODDAJA MONDAL,1763443.0,4,1,1,1
MS ANDHANA CONTRACTOR,1762578.0,3,1,2,1
Sidhu and Company,1761623.0,19,2,2,1
Construction of Sanitary Toilets and Portion of Boundary Wall,1760000.0,4,1,1,1
ratohre construction,1759950.0,3,1,1,1
Gram Panchayat Kujriadih,1759800.0,6,1,2,2
RADHAKRISHNAN B,1759342.0,2,1,1,1
Zuba Engineering and Technology,1758180.0,6,1,1,1
SHIVKUMAR SHIVHARE,1757224.0,8,1,1,1
Logtech Infoway Pvt Ltd,1756650.0,3,1,1,1
The Bajarangbali CoOp L and C Society LTD,1756186.0,20,1,1,1
AKASH AGENCY,1755546.0,4,1,2,1
Gram Panchayat Tikkar,1755000.0,20,1,2,1
JOY MAA TARA ENTERPRISE,1754487.0,4,1,1,1
PAVAN KUMAR S J,1754419.0,11,1,1,1
D Kamalakannan,1754202.0,4,1,1,1
SL Enterprise,1754134.0,10,1,1,1
Sandeep Cemment STore,1753228.0,38,1,2,1
SARPANCH SACHIVA GRAM PANCHAYAT SOANBACHARWAR,1752630.0,6,1,1,2
JP ENTERPRISES,1751356.0,2,1,1,1
Gram Panchayat Karpawand,1750000.0,7,1,2,1
kadaiyachanwar,1750000.0,1,1,1,1
pra infra projects,1750000.0,7,2,2,2
SARPANCH GRAM PANCHAYAT JHEET,1750000.0,9,1,1,1
SARPANCHSHRI BRAHMANVADA GRAM PANCHAYAT,1750000.0,7,1,1,1
jp bhagwanpura,1750000.0,10,1,2,1
Gram Panchayat Mahgod,1750000.0,6,1,1,1
THWAI SYIEM SOCIETY MOOPALA,1750000.0,5,1,1,1
SEMRAKALA,1750000.0,1,1,1,1
GRAM PANCHYAT Hirankhedi,1750000.0,1,1,1,1
Sarpanch Gram Panchayat Lebada,1750000.0,5,1,2,1
VELACHHA GRAM PANCHAYAT,1750000.0,4,1,2,1
MOHD RAHIM AND CONSTRUCTIONS,1750000.0,11,1,1,1
DEWALKHEDA,1750000.0,1,1,1,1
GRAM PANCHAYAT KHAIRA,1749754.0,20,1,1,1
Gram Panchayat Nalpawand,1749485.0,4,1,2,1
Gram Panvjayat Sumredi,1749333.0,4,1,1,1
SANGAMESH PARAPPA GANI,1749204.0,6,1,1,1
Gram Panchayat Malganv,1749000.0,6,1,2,1
SUNDU RAMANAIAH,1748430.0,6,1,1,1
Ms Sudheer Traders,1747830.0,1,1,1,1
SK HOSSAIN ALI,1747125.0,3,1,2,1
GRAM PANCHAYAT AMRAPURGIR,1746479.0,5,1,1,1
GRAM PANCHAYAT RALIYATI,1745076.0,7,1,2,2
SANGRAMPUR,1744853.0,9,1,1,1
RASHMI RANJAN DASH,1744524.0,10,1,1,2
jaswanth S P,1743346.0,8,1,1,1
SHIV SHAKTI TRADERS,1740933.0,4,2,2,2
MS SHRI RAM CONSTRUCTION SUPPLIER,1740563.0,8,1,1,1
Anand Engg Works,1740348.0,11,1,2,1
SAR AND SAC GRAM PANCHAYAT SEMRA,1739700.0,9,1,1,2
N ANANDHAKUMAR,1739236.0,2,1,1,1
Sham Electrical Engineering Works,1738758.0,4,1,1,1
VRAJ JAYANTIBHAI PATEL,1738413.0,3,1,2,1
SRI RAM PROMOTERS,1737977.0,1,1,1,1
Aman Traders,1737000.0,6,1,1,1
aman interprises,1736539.0,4,1,1,2
ROYAL ENTERPRISES,1735884.0,7,2,3,2
ANSH BUILDING MATERIAL,1734700.0,5,1,2,1
Ms Jyoti Construction and Suppliers,1733564.0,2,1,2,1
TAMAL MONDAL,1732781.0,4,1,1,1
MADRAS ENT RESEARCH FOUNDATION P Ltd,1731000.0,3,1,1,1
Chahak Construction Co,1730661.0,3,1,1,1
MILIND CHOUDHARY,1730100.0,2,1,1,1
Vikas Majur Sahakari Sanstha Maryadit Malkapur,1729872.0,2,1,1,1
THE SAIN CO OPERATIVE MULTIPURPOSE SOCIETY,1729864.0,1,1,1,1
MRINAL KANTI AMAITY,1729648.0,5,1,1,1
ABBAVARAM MALLIKARJUNA REDDY,1726406.0,21,1,1,1
SARPANCH GRAM PANCHYAT Dewada,1725000.0,6,1,1,1
Gram Panchayat Muhli,1725000.0,6,1,1,1
K Sudhakar Reddy,1724220.0,3,1,2,1
SRINIVAS CHILLAMCHARLA,1720916.0,17,1,1,2
M Saravanan,1720039.0,1,1,1,1
ODE GRAM PANCHAYAT,1719815.0,4,1,1,2
NARAYAN ENTERPRISES,1718362.0,2,1,1,1
TEHADKIYA ENTERPRISES,1717610.0,2,1,1,1
MsTRISHAKTI COVIL INDUSTRIES,1717469.0,4,1,1,1
Mangal Bey,1717018.0,7,1,1,1
GRAM PANCHAYAT TOYNAR,1714356.0,6,1,2,1
GOPAL RANJAN ENTERPRISES,1713993.0,4,1,1,1
SUBHASMITA BEHERA,1713983.0,16,1,1,1
B G Traders,1712937.0,3,1,1,1
K K ENTERPRISES,1712640.0,2,1,1,1
gram panchayat bharritola,1711655.0,4,1,1,1
SANGAMESHWARA HEALTH AIDS AND SURGICAL AGENCIES,1710000.0,3,1,2,1
ASHAPURA INFRATECH,1709218.0,1,1,1,1
BORAH ENTERPRISE,1709045.0,6,1,1,1
RAJEEV K R,1708107.0,3,1,1,1
Raj Kumar,1707291.0,3,1,1,1
Ravindra Singh,1706467.0,2,1,1,1
NIRANJAN PANDA,1705449.0,3,1,1,2
JALADHARA TECHNOLOGIES,1704885.0,5,1,1,1
MUTHUKRISHNAN D,1702966.0,2,1,1,1
DUDA MUZAFFARNAGAR,1702804.0,29,2,2,1
Arvind Kumar Yadav,1702117.0,1,1,1,1
DAN BHUSAN XAXA,1701999.0,3,1,2,2
RD INDUSTRIES,1701351.0,46,1,1,1
vipin tiwari,1701281.0,4,1,1,1
AMIT KUMAR YADAV CONTRACTOR SUPPLIERS,1700352.0,1,1,1,1
GRAM PANCHAYAT RAHAD,1700000.0,4,1,1,1
DHUNDHWAL ENTERPRISES BARMER,1700000.0,2,1,1,1
gram panchayat tumbdibod,1700000.0,14,1,1,1
JAY BAJARANG BALI BUILDING MATERIAL AND SUPPLIER PANNUGANJ,1700000.0,3,1,2,1
Sushanta Patel,1700000.0,3,1,2,2
Sarpach gram panchyat murkinar,1700000.0,4,1,2,1
SVS ENTERPRISES,1700000.0,4,1,1,1
GREEN VALLEY CONSTRUCTION COMPANY,1700000.0,2,1,1,1
Angun Enterpise,1700000.0,4,1,1,1
Mand Electrical Works,1700000.0,7,1,2,1
Samakhiali Gram Panchayat,1700000.0,4,1,2,1
GRAM PANCHAYAT RANGMATIYA,1699900.0,4,1,1,1
Tapan Jana,1699748.0,2,1,2,1
RAJASEKARAN C,1699260.0,7,1,1,1
KETI KRISHNA REDDY,1699198.0,4,1,2,1
TIRUPATI cONSTRUCTION,1699052.0,3,1,1,1
SRINIVAS KG,1699010.0,7,1,1,2
AM Construction,1698580.0,3,2,2,2
SARPANCH SACHIV GRAM PANCHAYAT VINAYAKPUR,1698535.0,8,1,1,1
A VIGNESHWARAN,1698456.0,2,1,1,1
RAVALIYAVADAR GRAM PANCHAYAT,1698260.0,4,1,1,1
PRABANDAK NAVMEET SINGH VILL SARAI,1698000.0,8,1,1,1
Alexander C,1696662.0,2,1,1,1
EDAYAMOORTHY,1693635.0,3,1,2,1
DORA GRAM PANCHAYAT,1692921.0,4,1,1,1
DILLIP KUMAR ROUT,1692424.0,7,1,1,1
Kancheshwar Majur Sahakari Sanstha Maryadit,1692262.0,2,1,1,1
DEVANAND ALLAPURAM,1691280.0,2,1,1,1
VEERARAGAVAN  M,1691019.0,2,1,1,1
AMIYA KUMAR PANDA,1690842.0,7,1,1,1
SANJEEVIYAR PATHIPPAGAM,1690000.0,3,1,1,1
K R Ramachandrappa,1689899.0,4,1,1,1
NAIM ENTERPRISE,1689108.0,6,1,1,1
CHANDRA SEKHAR VADLA GURUMURTHY,1688544.0,6,1,1,1
GAJJU CONSTRUCTION COMPANY,1688485.0,4,1,1,1
KHARAD GRAM PANCHAYAT,1686637.0,4,1,1,2
Dyamanna Basappa Waddar,1686447.0,11,1,2,1
GAYATRI KHATUA,1685532.0,12,1,1,2
Rajendra Engineers,1685215.0,2,1,1,1
SANGANAGOUD BIRADAR,1685098.0,10,1,1,1
KOHINOOR TRADERS,1681020.0,9,1,1,2
MAA SARADA ENTERPRISE,1679202.0,6,2,3,2
VIKASH UDYOG,1678809.0,3,1,1,1
BLUESTONE INFRATECH,1677956.0,2,1,1,1
MS S R CONSTRUCTION,1677324.0,6,1,2,1
TRIDIB POWER,1677168.0,15,1,1,1
Rehovot Groups,1675272.0,1,1,1,1
HARI SHANKAR SINGH,1675086.0,2,1,1,1
Ajje Channappa,1675053.0,2,1,1,1
EE MPPKVVCL MANDSAUR AE MPPKVVCL RATLAM,1672640.0,1,1,1,1
Mahima Enterprise,1672500.0,3,1,1,1
THR SHRI RAM CO OP L C SOCIETY LTD,1672263.0,6,1,1,1
R SIVAKUMAR,1671465.0,1,1,1,1
KHUSHI CONSTRUCTION COMPANY,1669392.0,4,1,1,1
Jai Badrivishal Construction and Traders,1667823.0,4,1,1,2
Andhra Pradesh Medtech zone Ltd,1665000.0,3,1,1,1
Katakam Veereswararao,1664113.0,1,1,1,1
Pradeep Kumar V,1663901.0,1,1,1,1
R R CONSTRUCTION,1663502.0,3,1,1,1
THE ADITYA CO OP SOCIETY,1662982.0,8,1,1,1
RIDIP DUTTA,1662731.0,27,1,1,1
RAMA SHAMYA CONT,1660694.0,3,2,2,1
Pichilli Sankaraiah,1659199.0,4,1,1,1
SURINDER SHARMA,1659000.0,14,1,1,1
JOGINDER SINGH,1658700.0,3,1,1,1
The Kaushik Singhana Coop LC Society Ltd,1658118.0,36,1,1,1
KATHALAPOOR MAHESH,1654629.0,9,1,1,1
SINGH TRADERS,1654124.0,3,1,1,1
MCK  CONSTRUCTION,1653634.0,2,1,1,1
SAI SHARAN CONSTRUCTION CO,1653180.0,3,1,1,1
Mageshwari,1651296.0,4,1,1,1
GRAM PANCHAYAT ROYAL,1650430.0,5,1,1,1
BALAJI CONSTRUCTION COMPANY,1650099.0,3,1,1,1
S Prabakar,1650000.0,3,1,2,1
SEJPUR GROUP GRAM PANCHAYAT,1650000.0,9,1,1,1
VC New W phaileng,1650000.0,14,1,2,1
GAAM PANCHAYAT VARAMA,1650000.0,6,1,1,1
Gram Panchayat Badhana,1650000.0,9,1,2,1
GRAM PANCHAYAT KARTALA,1650000.0,6,1,1,1
JNS Enterprises,1650000.0,1,1,1,1
Sarpanch Sachiv Gram Panchayat Tendumuda,1650000.0,12,1,1,2
KAMAMA GRAM PANCHAYAT,1650000.0,9,1,1,1
DHAMEL GRAM PANCHAYAT,1650000.0,6,1,1,1
GRAM PANCHAYAT NANUDI,1650000.0,6,1,1,1
GP Katekoni,1649946.0,6,1,2,2
HELP LINE MULTIPURPOSE ENTERPRISE,1649424.0,9,1,1,1
SREE ENTERPRISE,1649337.0,3,1,1,1
MEENASEKARI N,1648838.0,1,1,1,1
Virvuru Chenchaiah,1648068.0,6,1,2,1
SALAM ENTERPRISE,1647936.0,6,1,2,1
NISATHKHAN H,1647832.0,4,1,1,1
HARJEET SINGH,1647779.0,18,2,3,2
R2V Constructions,1647462.0,3,1,1,1
ARIHANT TRADERS,1647344.0,2,1,1,1
ASANVAD GRAM PANCHAYAT,1647000.0,6,1,1,1
JALAMKHANT NA MUVADA GRAM PANCHAYAT,1647000.0,6,1,1,1
EASTERN ENTERPRISE,1646952.0,6,1,1,1
MAMONI ENTERPRISE,1646646.0,6,1,2,1
V U ASSOCIATES,1646598.0,1,1,1,1
MANASH JYOTI BORUAH,1644762.0,6,1,1,1
Jeevan Sharma,1644132.0,9,1,1,1
EMPYREAL ENGINEERING AND CONSTRUCTION PVT LTD,1644000.0,3,1,2,1
MOHD ASLAM,1643000.0,3,1,1,1
Matta Phani Bhushana Rao,1642866.0,1,1,1,1
The AD Group Co Operative Labour and Construction Society L,1641554.0,1,1,1,1
Anghadi Gram Panchayat,1641225.0,6,1,1,1
P R V ENTERPRISES,1640000.0,8,1,1,1
OM CONSTRUCTION COMPANY,1638102.0,3,1,1,1
Guru Constructions,1637613.0,9,1,2,1
SAMARENDRA BEHERA,1636927.0,9,1,1,2
SATAPAR GRAM PANCHAYAT,1634289.0,4,2,2,2
HSH Interlock,1632165.0,6,1,1,1
MALAICHAMY P,1631555.0,3,1,1,1
Balam Singh,1631499.0,18,1,1,1
GANESAN VEERANAYAKAR,1630839.0,3,1,1,1
Kulvindra Enterprises,1630078.0,4,1,1,1
Mohit Construction And Building Material,1629945.0,4,1,1,1
SALUN VANTO GRAM PANCHAYAT,1629344.0,11,1,1,1
YRAL DISTRIBUTORS,1627500.0,6,1,1,1
Ajithkumar P,1627026.0,3,1,1,1
KRIDL BHUSIRI ACCOUNT,1625000.0,4,2,2,2
GRAM PANCHAYAT CHICHPOL IGR VRIDDHAWASTHA,1625000.0,5,1,1,1
