mp_name,work,category,state,constituency,ida,city,ward,block,village,recommended_date,allocation_amount,ida_approval,status,house,work_age_days,recommendation_year,recommendation_month,location_key,work_normalized,amount_percentile
Manoj Rajoria,NA - Installing community drinking water plants,Normal/Others,Rajasthan,KARAULI-DHOLPUR(SC),DISTRICT COLLECTOR DHOLPUR_IDA,Unknown,Unknown,Rajakhera,Nadauli,2024-03-04,100000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Rajasthan|KARAULI-DHOLPUR(SC)|Rajakhera|Nadauli,na - installing community drinking water plants,0.0815
Mr Gopal Jee Thakur,NA - Street lights,Normal/Others,Bihar,DARBHANGA,DISTRICT MAGISTRATE DARBANGA_IDA,Unknown,Unknown,Manigachhi,Jagdishpur,2024-03-04,487000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Bihar|DARBHANGA|Manigachhi|Jagdishpur,na - street lights,0.5654
Manoj Rajoria,"NA - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Rajasthan,KARAULI-DHOLPUR(SC),DISTRICT COLLECTOR DHOLPUR_IDA,Unknown,Unknown,Sepau,Kaithri,2024-03-04,500000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Rajasthan|KARAULI-DHOLPUR(SC)|Sepau|Kaithri,"na - construction of roads, link roads, pathways or any other road with or without drainage system",0.6623
Mr Gopal Jee Thakur,NA - Street lights,Normal/Others,Bihar,DARBHANGA,DISTRICT MAGISTRATE DARBANGA_IDA,Unknown,Unknown,Manigachhi,Chandaur,2024-03-04,487000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Bihar|DARBHANGA|Manigachhi|Chandaur,na - street lights,0.5654
Mr Gopal Jee Thakur,NA - Street lights,Normal/Others,Bihar,DARBHANGA,DISTRICT MAGISTRATE DARBANGA_IDA,Unknown,Unknown,Manigachhi,Kotma,2024-03-04,487000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Bihar|DARBHANGA|Manigachhi|Kotma,na - street lights,0.5654
Mr Gopal Jee Thakur,NA - Street lights,Normal/Others,Bihar,DARBHANGA,DISTRICT MAGISTRATE DARBANGA_IDA,Unknown,Unknown,Manigachhi,Lehara,2024-03-04,487000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Bihar|DARBHANGA|Manigachhi|Lehara,na - street lights,0.5654
Mr Gopal Jee Thakur,NA - Street lights,Normal/Others,Bihar,DARBHANGA,DISTRICT MAGISTRATE DARBANGA_IDA,Unknown,Unknown,Manigachhi,Belaur,2024-03-04,487000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Bihar|DARBHANGA|Manigachhi|Belaur,na - street lights,0.5654
Mr Gopal Jee Thakur,NA - Street lights,Normal/Others,Bihar,DARBHANGA,DISTRICT MAGISTRATE DARBANGA_IDA,Unknown,Unknown,Manigachhi,Raghopur,2024-03-04,487000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Bihar|DARBHANGA|Manigachhi|Raghopur,na - street lights,0.5654
Mr Gopal Jee Thakur,NA - Street lights,Normal/Others,Bihar,DARBHANGA,DISTRICT MAGISTRATE DARBANGA_IDA,Unknown,Unknown,Manigachhi,Barhampura,2024-03-04,487000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Bihar|DARBHANGA|Manigachhi|Barhampura,na - street lights,0.5654
Mr Gopal Jee Thakur,NA - Street lights,Normal/Others,Bihar,DARBHANGA,DISTRICT MAGISTRATE DARBANGA_IDA,Unknown,Unknown,Manigachhi,Tatuar,2024-03-04,487000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Bihar|DARBHANGA|Manigachhi|Tatuar,na - street lights,0.5654
Mr Gopal Jee Thakur,NA - Street lights,Normal/Others,Bihar,DARBHANGA,DISTRICT MAGISTRATE DARBANGA_IDA,Unknown,Unknown,Tardih,Kokraha,2024-03-04,487000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Bihar|DARBHANGA|Tardih|Kokraha,na - street lights,0.5654
Mr Gopal Jee Thakur,NA - Street lights,Normal/Others,Bihar,DARBHANGA,DISTRICT MAGISTRATE DARBANGA_IDA,Unknown,Unknown,Darbhanga,Siso,2024-03-04,487000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Bihar|DARBHANGA|Darbhanga|Siso,na - street lights,0.5654
Mr Gopal Jee Thakur,NA - Street lights,Normal/Others,Bihar,DARBHANGA,DISTRICT MAGISTRATE DARBANGA_IDA,Unknown,Unknown,Darbhanga,Sara Mahamad,2024-03-04,487000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Bihar|DARBHANGA|Darbhanga|Sara Mahamad,na - street lights,0.5654
Mr Gopal Jee Thakur,NA - Street lights,Normal/Others,Bihar,DARBHANGA,DISTRICT MAGISTRATE DARBANGA_IDA,Unknown,Unknown,Darbhanga,Basdeopur,2024-03-04,487000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Bihar|DARBHANGA|Darbhanga|Basdeopur,na - street lights,0.5654
Mr Gopal Jee Thakur,NA - Street lights,Normal/Others,Bihar,DARBHANGA,DISTRICT MAGISTRATE DARBANGA_IDA,Unknown,Unknown,Darbhanga,Shahbazpur,2024-03-04,487000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Bihar|DARBHANGA|Darbhanga|Shahbazpur,na - street lights,0.5654
Mr Gopal Jee Thakur,NA - Street lights,Normal/Others,Bihar,DARBHANGA,DISTRICT MAGISTRATE DARBANGA_IDA,Unknown,Unknown,Darbhanga,Khutwara,2024-03-04,487000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Bihar|DARBHANGA|Darbhanga|Khutwara,na - street lights,0.5654
Pradyut Bordoloi,NA - Setting up public non-conventional energy plants,Normal/Others,Assam,NOWGONG,DEPUTY COMMISSIONER NOWGONG_IDA,Unknown,Unknown,Nagaon,Town Nagaon,2024-03-04,500000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Assam|NOWGONG|Nagaon|Town Nagaon,na - setting up public non-conventional energy plants,0.6623
Pradyut Bordoloi,NA - Construction of boundary walls of existing public and community buildings,Normal/Others,Assam,NOWGONG,DEPUTY COMMISSIONER NOWGONG_IDA,Unknown,Unknown,Nagaon,Majarati,2024-03-04,300000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Assam|NOWGONG|Nagaon|Majarati,na - construction of boundary walls of existing public and community buildings,0.4381
Pradyut Bordoloi,NA - Construction of community centers and community halls,Normal/Others,Assam,NOWGONG,DEPUTY COMMISSIONER NOWGONG_IDA,Unknown,Unknown,Nagaon,Town Nagaon,2024-03-04,500000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Assam|NOWGONG|Nagaon|Town Nagaon,na - construction of community centers and community halls,0.6623
Pradyut Bordoloi,NA - Construction of boundary walls of existing public and community buildings,Normal/Others,Assam,NOWGONG,DEPUTY COMMISSIONER NOWGONG_IDA,Unknown,Unknown,Nagaon,Barbheti,2024-03-04,300000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Assam|NOWGONG|Nagaon|Barbheti,na - construction of boundary walls of existing public and community buildings,0.4381
Manoj Rajoria,NA - Installing community drinking water plants,Normal/Others,Rajasthan,KARAULI-DHOLPUR(SC),DISTRICT COLLECTOR DHOLPUR_IDA,Unknown,Unknown,Sepau,Kookara,2024-03-04,600000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Rajasthan|KARAULI-DHOLPUR(SC)|Sepau|Kookara,na - installing community drinking water plants,0.7632
Manoj Rajoria,NA - Installing community drinking water plants,Normal/Others,Rajasthan,KARAULI-DHOLPUR(SC),DISTRICT COLLECTOR DHOLPUR_IDA,Unknown,Unknown,Sepau,Sepau 2,2024-03-04,100000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Rajasthan|KARAULI-DHOLPUR(SC)|Sepau|Sepau 2,na - installing community drinking water plants,0.0815
Manoj Rajoria,NA - Installing community drinking water plants,Normal/Others,Rajasthan,KARAULI-DHOLPUR(SC),DISTRICT COLLECTOR DHOLPUR_IDA,Unknown,Unknown,Bari,Norha,2024-03-04,600000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Rajasthan|KARAULI-DHOLPUR(SC)|Bari|Norha,na - installing community drinking water plants,0.7632
Manoj Rajoria,"NA - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Rajasthan,KARAULI-DHOLPUR(SC),DISTRICT COLLECTOR DHOLPUR_IDA,Unknown,Unknown,Rajakhera,Rahsena,2024-03-04,1000000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Rajasthan|KARAULI-DHOLPUR(SC)|Rajakhera|Rahsena,"na - construction of roads, link roads, pathways or any other road with or without drainage system",0.8786
Mr Gopal Jee Thakur,"NA - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Bihar,DARBHANGA,DISTRICT MAGISTRATE DARBANGA_IDA,Unknown,Unknown,DARBHANGA,Dularpur,2024-03-04,499000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Bihar|DARBHANGA|DARBHANGA|Dularpur,"na - construction of roads, link roads, pathways or any other road with or without drainage system",0.5805
Manoj Rajoria,NA - Installing community drinking water plants,Normal/Others,Rajasthan,KARAULI-DHOLPUR(SC),DISTRICT COLLECTOR DHOLPUR_IDA,Dhaulpur,Dhaulpur (M) - Ward No.10,Unknown,Unknown,2024-03-04,150000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Rajasthan|KARAULI-DHOLPUR(SC)|Unknown|Unknown,na - installing community drinking water plants,0.1406
Mr Gopal Jee Thakur,NA - Street lights,Normal/Others,Bihar,DARBHANGA,DISTRICT MAGISTRATE DARBANGA_IDA,Benipur,Benipur (M) - Ward No. 07,Unknown,Unknown,2024-03-04,487000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Bihar|DARBHANGA|Unknown|Unknown,na - street lights,0.5654
Mr Gopal Jee Thakur,NA - Street lights,Normal/Others,Bihar,DARBHANGA,DISTRICT MAGISTRATE DARBANGA_IDA,Benipur,Benipur (M) - Ward No. 29,Unknown,Unknown,2024-03-04,487000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Bihar|DARBHANGA|Unknown|Unknown,na - street lights,0.5654
Mr Gopal Jee Thakur,NA - Street lights,Normal/Others,Bihar,DARBHANGA,DISTRICT MAGISTRATE DARBANGA_IDA,Benipur,Benipur (M) - Ward No. 10,Unknown,Unknown,2024-03-04,487000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Bihar|DARBHANGA|Unknown|Unknown,na - street lights,0.5654
Manoj Rajoria,NA - Construction of community centers and community halls,Normal/Others,Rajasthan,KARAULI-DHOLPUR(SC),DISTRICT COLLECTOR DHOLPUR_IDA,Unknown,Unknown,Mania,Marha Bhau,2024-03-04,600000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Rajasthan|KARAULI-DHOLPUR(SC)|Mania|Marha Bhau,na - construction of community centers and community halls,0.7632
Manoj Rajoria,NA - Construction of community centers and community halls,Normal/Others,Rajasthan,KARAULI-DHOLPUR(SC),DISTRICT COLLECTOR DHOLPUR_IDA,Unknown,Unknown,Sepau,Sakhwara,2024-03-04,700000,Action Pending,Unsanctioned,Lok Sabha,918,2024,3,Rajasthan|KARAULI-DHOLPUR(SC)|Sepau|Sakhwara,na - construction of community centers and community halls,0.7886
Shri Bhartruhari Mahtab,NA - Construction of buildings for community cultural activities,Normal/Others,Odisha,CUTTACK,DISTRICT COLLECTOR CUTTACK_IDA,Unknown,Unknown,Cuttack Sadar,Kalapada,2024-03-03,500000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Odisha|CUTTACK|Cuttack Sadar|Kalapada,na - construction of buildings for community cultural activities,0.6623
Shivkumar Chanabasappa Udasi,NA - Construction of additional rooms and halls in the existing public and community building,Normal/Others,Karnataka,HAVERI,DEPUTY COMMISSIONER HAVERI_IDA,Unknown,Unknown,Haveri,Venkatapur,2024-03-03,500000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Karnataka|HAVERI|Haveri|Venkatapur,na - construction of additional rooms and halls in the existing public and community building,0.6623
Shri Abdul Khaleque,"NA - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Assam,BARPETA,DEPUTY COMMISSIONER BARPETA_IDA,Unknown,Unknown,Barpeta,Hajipara,2024-03-03,300000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Assam|BARPETA|Barpeta|Hajipara,"na - construction of roads, link roads, pathways or any other road with or without drainage system",0.4381
Shri Abdul Khaleque,"NA - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Assam,BARPETA,DEPUTY COMMISSIONER BARPETA_IDA,Unknown,Unknown,Kalgachia,Pachim Moinbari,2024-03-03,500000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Assam|BARPETA|Kalgachia|Pachim Moinbari,"na - construction of roads, link roads, pathways or any other road with or without drainage system",0.6623
Gaddam Ranjith Reddy,NA - Lighting of public spaces,Normal/Others,Telangana,CHELVELLA,DISTRICT COLLECTOR VIKARABAD_IDA,Unknown,Unknown,Basheerabad,Neelapalle,2024-03-03,170000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Telangana|CHELVELLA|Basheerabad|Neelapalle,na - lighting of public spaces,0.176
Gaddam Ranjith Reddy,NA - Lighting of public spaces,Normal/Others,Telangana,CHELVELLA,DISTRICT COLLECTOR VIKARABAD_IDA,Unknown,Unknown,Basheerabad,Navalga,2024-03-03,170000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Telangana|CHELVELLA|Basheerabad|Navalga,na - lighting of public spaces,0.176
Gaddam Ranjith Reddy,NA - Lighting of public spaces,Normal/Others,Telangana,CHELVELLA,DISTRICT COLLECTOR VIKARABAD_IDA,Unknown,Unknown,Basheerabad,Navandgi (Ct),2024-03-03,510000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Telangana|CHELVELLA|Basheerabad|Navandgi (Ct),na - lighting of public spaces,0.7419
Gaddam Ranjith Reddy,NA - Lighting of public spaces,Normal/Others,Telangana,CHELVELLA,DISTRICT COLLECTOR VIKARABAD_IDA,Unknown,Unknown,Basheerabad,Jalalpur,2024-03-03,510000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Telangana|CHELVELLA|Basheerabad|Jalalpur,na - lighting of public spaces,0.7419
Dr Sukanta Majumdar,NA - Street lights,Normal/Others,West Bengal,BALURGHAT,DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA,Balurghat,Baidyanathpara (OG) - Ward No.25,Unknown,Unknown,2024-03-03,35000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,West Bengal|BALURGHAT|Unknown|Unknown,na - street lights,0.0287
Shri Bhartruhari Mahtab,NA - Construction of buildings for community cultural activities,Normal/Others,Odisha,CUTTACK,DISTRICT COLLECTOR CUTTACK_IDA,Unknown,Unknown,Kishannagar,Bankol,2024-03-03,200000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Odisha|CUTTACK|Kishannagar|Bankol,na - construction of buildings for community cultural activities,0.25
Shri Bhartruhari Mahtab,"NA - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Odisha,CUTTACK,DISTRICT COLLECTOR CUTTACK_IDA,Unknown,Unknown,Kishannagar,Hulipur,2024-03-03,250000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Odisha|CUTTACK|Kishannagar|Hulipur,"na - construction of roads, link roads, pathways or any other road with or without drainage system",0.3534
Shri Bhartruhari Mahtab,NA - Construction of buildings for community cultural activities,Normal/Others,Odisha,CUTTACK,DISTRICT COLLECTOR CUTTACK_IDA,Unknown,Unknown,Kandarpur,Nimeisapur,2024-03-03,300000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Odisha|CUTTACK|Kandarpur|Nimeisapur,na - construction of buildings for community cultural activities,0.4381
Shri Bhartruhari Mahtab,NA - Construction of buildings for community cultural activities,Normal/Others,Odisha,CUTTACK,DISTRICT COLLECTOR CUTTACK_IDA,Unknown,Unknown,Kishannagar,Bankol,2024-03-03,120000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Odisha|CUTTACK|Kishannagar|Bankol,na - construction of buildings for community cultural activities,0.1047
Shri Bhartruhari Mahtab,NA - Lighting of public spaces,Normal/Others,Odisha,CUTTACK,DISTRICT COLLECTOR CUTTACK_IDA,Unknown,Unknown,Kishannagar,Radhanagar,2024-03-03,100000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Odisha|CUTTACK|Kishannagar|Radhanagar,na - lighting of public spaces,0.0815
Shri Bhartruhari Mahtab,NA - Construction of buildings for community cultural activities,Normal/Others,Odisha,CUTTACK,DISTRICT COLLECTOR CUTTACK_IDA,Unknown,Unknown,Badamba,Maniabandha,2024-03-03,300000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Odisha|CUTTACK|Badamba|Maniabandha,na - construction of buildings for community cultural activities,0.4381
Shri Mahesh Sahoo,NA - Construction of boundary walls of existing public and community buildings,Normal/Others,Odisha,DHENKANAL,DISTRICT COLLECTORANGUL_IDA,Unknown,Unknown,Palalahada,Chasagurujanga,2024-03-03,300000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Odisha|DHENKANAL|Palalahada|Chasagurujanga,na - construction of boundary walls of existing public and community buildings,0.4381
Shri Mahesh Sahoo,NA - Construction of boundary walls of existing public and community buildings,Normal/Others,Odisha,DHENKANAL,DISTRICT COLLECTORANGUL_IDA,Unknown,Unknown,Palalahada,Chasagurujanga,2024-03-03,500000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Odisha|DHENKANAL|Palalahada|Chasagurujanga,na - construction of boundary walls of existing public and community buildings,0.6623
Shri Mahesh Sahoo,NA - Construction of New Building,Normal/Others,Odisha,DHENKANAL,DISTRICT COLLECTORANGUL_IDA,Unknown,Unknown,Khamar,Khamar,2024-03-03,500000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Odisha|DHENKANAL|Khamar|Khamar,na - construction of new building,0.6623
Shri Mahesh Sahoo,"NA - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Odisha,DHENKANAL,DISTRICT COLLECTORANGUL_IDA,Unknown,Unknown,Khamar,Khemala,2024-03-03,300000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Odisha|DHENKANAL|Khamar|Khemala,"na - construction of roads, link roads, pathways or any other road with or without drainage system",0.4381
Shri Mahesh Sahoo,NA - Construction of boundary walls of existing public and community buildings,Normal/Others,Odisha,DHENKANAL,DISTRICT COLLECTORANGUL_IDA,Unknown,Unknown,Khamar,Sankhamur,2024-03-03,300000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Odisha|DHENKANAL|Khamar|Sankhamur,na - construction of boundary walls of existing public and community buildings,0.4381
Shri Mahesh Sahoo,NA - Construction of community centers and community halls,Normal/Others,Odisha,DHENKANAL,DISTRICT COLLECTORANGUL_IDA,Unknown,Unknown,Palalahada,Pabitrapur,2024-03-03,400000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Odisha|DHENKANAL|Palalahada|Pabitrapur,na - construction of community centers and community halls,0.5197
Shri Mahesh Sahoo,NA - Construction of community centers and community halls,Normal/Others,Odisha,DHENKANAL,DISTRICT COLLECTORANGUL_IDA,Unknown,Unknown,Palalahada,Batisuan,2024-03-03,400000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Odisha|DHENKANAL|Palalahada|Batisuan,na - construction of community centers and community halls,0.5197
Rahul Kaswan,NA - Construction of rooms and halls in school and colleges,Normal/Others,Rajasthan,CHURU,DISTRICT COLLECTOR CHURU_IDA,Unknown,Unknown,Bhanipura,Sawar,2024-03-03,850000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Rajasthan|CHURU|Bhanipura|Sawar,na - construction of rooms and halls in school and colleges,0.8246
Rahul Kaswan,NA - Construction of additional rooms and halls in the existing public and community building,Normal/Others,Rajasthan,CHURU,DISTRICT COLLECTOR CHURU_IDA,Unknown,Unknown,Bhanipura,Rajasar Panwaran,2024-03-03,650000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Rajasthan|CHURU|Bhanipura|Rajasar Panwaran,na - construction of additional rooms and halls in the existing public and community building,0.775
Shri Bhartruhari Mahtab,NA - Construction of buildings for community cultural activities,Normal/Others,Odisha,CUTTACK,DISTRICT COLLECTOR CUTTACK_IDA,Unknown,Unknown,Kandarpur,Gatiroutpatana (Part) Dihasahi,2024-03-03,500000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Odisha|CUTTACK|Kandarpur|Gatiroutpatana (Part) Dihasahi,na - construction of buildings for community cultural activities,0.6623
Shivkumar Chanabasappa Udasi,NA - Construction of bus-sheds or bus-stops,Normal/Others,Karnataka,HAVERI,DEPUTY COMMISSIONER HAVERI_IDA,Unknown,Unknown,Haveri,Devagiri,2024-03-03,500000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Karnataka|HAVERI|Haveri|Devagiri,na - construction of bus-sheds or bus-stops,0.6623
Shri Dilip Ghosh,NA - Construction of rooms and halls in school and colleges,Normal/Others,West Bengal,MEDINIPUR,DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA,Medinipur,Medinipur (M) - Ward No.9,Unknown,Unknown,2024-03-03,1800000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,West Bengal|MEDINIPUR|Unknown|Unknown,na - construction of rooms and halls in school and colleges,0.9611
Shri Dilip Ghosh,NA - Construction of rooms and halls in school and colleges,Normal/Others,West Bengal,MEDINIPUR,DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA,Kharagpur,Kharagpur (M) - Ward No.23,Unknown,Unknown,2024-03-03,952002,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,West Bengal|MEDINIPUR|Unknown|Unknown,na - construction of rooms and halls in school and colleges,0.8411
Shivkumar Chanabasappa Udasi,"NA - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Karnataka,HAVERI,DEPUTY COMMISSIONER HAVERI_IDA,Unknown,Unknown,Haveri,Karjagi,2024-03-03,150000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Karnataka|HAVERI|Haveri|Karjagi,"na - construction of roads, link roads, pathways or any other road with or without drainage system",0.1406
Adhir Ranjan Chowdhury,NA - Installing community drinking water plants,Normal/Others,West Bengal,BAHARAMPUR,DISTRICT MAGISTRATE MURSHIDABAD_IDA,Berhampore,Baharampur (M) - Ward No.22,Unknown,Unknown,2024-03-03,1085000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,West Bengal|BAHARAMPUR|Unknown|Unknown,na - installing community drinking water plants,0.9093
Shivkumar Chanabasappa Udasi,NA - Construction of additional rooms and halls in the existing public and community building,Normal/Others,Karnataka,HAVERI,DEPUTY COMMISSIONER HAVERI_IDA,Unknown,Unknown,Savanur,Hiremugadur,2024-03-03,500000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Karnataka|HAVERI|Savanur|Hiremugadur,na - construction of additional rooms and halls in the existing public and community building,0.6623
Shivkumar Chanabasappa Udasi,NA - Crematoriums or structures on burial/ cremation ground for public convenience,Normal/Others,Karnataka,HAVERI,DEPUTY COMMISSIONER HAVERI_IDA,Hirekerur,Hirekerur (TP) - Ward No.7,Unknown,Unknown,2024-03-03,200000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Karnataka|HAVERI|Unknown|Unknown,na - crematoriums or structures on burial/ cremation ground for public convenience,0.25
Shri Mahesh Sahoo,NA - Construction of boundary walls of existing public and community buildings,Normal/Others,Odisha,DHENKANAL,DISTRICT COLLECTORANGUL_IDA,Unknown,Unknown,Khamar,Raghunathpur,2024-03-03,500000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Odisha|DHENKANAL|Khamar|Raghunathpur,na - construction of boundary walls of existing public and community buildings,0.6623
Shivkumar Chanabasappa Udasi,"NA - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Karnataka,HAVERI,DEPUTY COMMISSIONER HAVERI_IDA,Haveri,Haveri (Cmc) - Ward No.1,Unknown,Unknown,2024-03-03,500000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Karnataka|HAVERI|Unknown|Unknown,"na - construction of roads, link roads, pathways or any other road with or without drainage system",0.6623
Rahul Kaswan,NA - Improvement of electricity distribution infrastructure,Normal/Others,Rajasthan,CHURU,DISTRICT COLLECTOR CHURU_IDA,Unknown,Unknown,Churu,Gajsar,2024-03-03,185000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Rajasthan|CHURU|Churu|Gajsar,na - improvement of electricity distribution infrastructure,0.1915
Shivkumar Chanabasappa Udasi,NA - Construction of bus-sheds or bus-stops,Normal/Others,Karnataka,HAVERI,DEPUTY COMMISSIONER HAVERI_IDA,Unknown,Unknown,Haveri,Devagiri Yellapur,2024-03-03,500000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Karnataka|HAVERI|Haveri|Devagiri Yellapur,na - construction of bus-sheds or bus-stops,0.6623
Gaddam Ranjith Reddy,NA - Lighting of public spaces,Normal/Others,Telangana,CHELVELLA,DISTRICT COLLECTOR VIKARABAD_IDA,Unknown,Unknown,Yelal,Bennur,2024-03-03,170000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Telangana|CHELVELLA|Yelal|Bennur,na - lighting of public spaces,0.176
Rahul Kaswan,NA - Construction of additional rooms and halls in the existing public and community building,Normal/Others,Rajasthan,CHURU,DISTRICT COLLECTOR CHURU_IDA,Unknown,Unknown,Taranagar,Buchawas,2024-03-03,650000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Rajasthan|CHURU|Taranagar|Buchawas,na - construction of additional rooms and halls in the existing public and community building,0.775
Rahul Kaswan,NA - Construction of additional rooms and halls in the existing public and community building,Normal/Others,Rajasthan,CHURU,DISTRICT COLLECTOR CHURU_IDA,Unknown,Unknown,Sardarshahar,Patlisar Purohitan,2024-03-03,650000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Rajasthan|CHURU|Sardarshahar|Patlisar Purohitan,na - construction of additional rooms and halls in the existing public and community building,0.775
Rahul Kaswan,NA - Construction of boundary walls of existing public and community buildings,Normal/Others,Rajasthan,CHURU,DISTRICT COLLECTOR CHURU_IDA,Unknown,Unknown,Ratangarh,Parihara,2024-03-03,1000000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Rajasthan|CHURU|Ratangarh|Parihara,na - construction of boundary walls of existing public and community buildings,0.8786
Shivkumar Chanabasappa Udasi,NA - Construction of rooms and halls in school and colleges,Normal/Others,Karnataka,HAVERI,DEPUTY COMMISSIONER HAVERI_IDA,Unknown,Unknown,Haveri,Kallihal,2024-03-03,500000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Karnataka|HAVERI|Haveri|Kallihal,na - construction of rooms and halls in school and colleges,0.6623
Shri Mahesh Sahoo,NA - Construction of boundary walls of existing public and community buildings,Normal/Others,Odisha,DHENKANAL,DISTRICT COLLECTORANGUL_IDA,Unknown,Unknown,Khamar,Sankhamur,2024-03-03,400000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Odisha|DHENKANAL|Khamar|Sankhamur,na - construction of boundary walls of existing public and community buildings,0.5197
Shri Mahesh Sahoo,"NA - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Odisha,DHENKANAL,DISTRICT COLLECTORANGUL_IDA,Unknown,Unknown,Palalahada,Pechamundi,2024-03-03,300000,Action Pending,Unsanctioned,Lok Sabha,919,2024,3,Odisha|DHENKANAL|Palalahada|Pechamundi,"na - construction of roads, link roads, pathways or any other road with or without drainage system",0.4381
